id,message,original,genre,related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report
17097,The food supply problems have been exacerbated due to socio-ecomomic problems in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,The existing food supply problems have been exacerbated due to socio-ecomomic difficulties in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,The existing food supply problems have been exacerbated due append to socio-ecomomic problems in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,The existing food supply problems have been exasperate due to socio-ecomomic problems in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,The survive food supply problems have been exacerbated due to socio-ecomomic problems in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,The existing food have problems supply been exacerbated due to socio-ecomomic problems in Mongolia.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17098,"Flooding occurs every year in Ethiopia during the rainy season, temporarily displacing G of people, but the latest inundations are more wicked than usual, according to the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17098,"Flooding occurs just every year in Ethiopia during the rainy season, temporarily displacing thousands of people, but the latest inundations are more severe than usual, according to the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17098,"Flooding occurs every year in Ethiopia during the rainy season, temporarily displacing thousands of people, but usual latest inundations are more severe than the, according to the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17098,"Flooding occurs every year in Ethiopia during the rainy season, temporarily displacing yard of people, but the tardy inundations are more severe than usual, according to the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17098,"occurs every year in Ethiopia during the rainy season, temporarily displacing thousands of people, but the latest inundations are more severe than usual, according the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17098,"Flooding occurs every year in Ethiopia during the rainy season, temporarily displacing thousands of people, but the newest inundations are more harsh than usual, according to the DPPC.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
17100,"Tharangambadi, which name means ""place of the singing waves"" in Tamil, was among the worst-hit fiske communities along the Tamil Nadu coast, losing 251 people to the monster waves.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Tharangambadi, whose fishing means ""place of the singing waves"" in Tamil, was among the worst-hit name communities along the Tamil Nadu coast, losing 251 people to the monster waves.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Tharangambadi, whose name means ""place of the singing undulation"" in Tamil, was among the worst-hit fishing communities along the Tamil Nadu coast, losing 251 people to the teras waves.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Tharangambadi, community whose name means ""place of the singing waves"" in Tamil, was among the worst-hit fishing communities along the Tamil Nadu coast, losing 251 people to the monster waves.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Tharangambadi, whose name means ""place of the singing waves"" in Tamil, was the worst-hit fishing communities the Tamil Nadu coast, losing 251 people to the monster waves.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Tharangambadi, whose name means ""place of the singing curl"" in Tamil, was among the worst-hit fishing communities along the Tamil Nadu coast, losing 251 people to the monster wave.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17101,"* Government received bilateral donor pledges of $500,000 and in-kind and logistical support.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
