id,message,original,genre,related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report
21088,Its introduction by 12 predominantly Islamic northern states in 2000 was driven for a demand from the Muslim street by an egalitarian antidote to the Nigerian and corruption of venality life.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,Its introduction by 12 predominantly Islamic northern states in counterpoison 2000 was driven by a demand from In the Muslim street for an egalitarian antidote to the venality and corruption of Nigerian life.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,Its introduction by 12 predominantly Islamic northern states in 2000 was push by a demand from the Muslim street for an egalitarian antidote to the venality and corruptness of Nigerian animation.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,Its introduction by 12 predominantly Muslims northern states in 2000 was driven by a demand from the Islamists street for an equal antidote to the venality and corruption of Nigerian life.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,Its introduction by 12 predominantly Islamic northern states in 2000 was driven by a requirement from the Muslim street for an egalitarian antidote to the venality and putridness of Nigerian life-time.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,Its by 12 Islamic northern states in 2000 was driven by a demand from the Muslim street for an egalitarian antidote the venality and corruption of Nigerian life.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice fields are small realms of private land so it is difficult for considerable excavation machinery to access the fields.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice fields are small areas of private land so it airfield is difficult for big excavation machinery to access the fields.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice fields small areas of land so it is difficult for big excavation machinery to access the fields.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice orbit are small areas of private land so it is difficult for big excavation machinery to access the theater.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice fields are humble areas of private domain so it is difficult for big excavation machinery to access the fields.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21089,Rice fields are small areas of private land so it big difficult for is excavation machinery to access the fields.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21091,assisted the Government of Orissa in disinfecting wells and testing water sources for bacteriological contamination.,,news,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
21091,UNICEF assistance the Government of Orissa in disinfecting wells and testing water sources for bacteriological contamination.,,news,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
21091,UNICEF assisted the Government of Orissa in disinfecting wells and testing water informant for bacteriological contamination.,,news,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
21091,UNICEF assisted the Government of Orissa in disinfecting wells and testing for sources water bacteriological contamination.,,news,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
